activity_id,activity_name,wbs_code,planned_start,planned_finish,actual_start,actual_finish,duration_planned,duration_actual,progress_percent,status
AB-SUB-B03-3RD-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.3rdF,4-Nov-26,24-Nov-26,21-Feb-27,16-Mar-27,12,0,0%,
AB-APP-B02-3RD-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.3rdF,4-Nov-26,17-Nov-26,16-Feb-27,1-Mar-27,1,0,0%,
AB-APP-B04-4TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.4thF,5-Nov-26,18-Nov-26,15-Mar-27,28-Mar-27,3,0,0%,
AB-APP-B04-4TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.4thF,5-Nov-26,18-Nov-26,15-Mar-27,28-Mar-27,12,0,0%,
AB-APP-B04-4TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.4thF,5-Nov-26,18-Nov-26,15-Mar-27,28-Mar-27,12,0,0%,
CON-B03-3RD-1050,"RFT for Slabs, Beams & Stairs (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,9-Nov-26,25-Nov-26,25-Feb-27,17-Mar-27,12,0,0%,
CON-B04-5TH-1030,"Pouring for Walls, Col. & Cores (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,9-Nov-26,9-Nov-26,18-Mar-27,18-Mar-27,2,0,0%,
CON-B04-5TH-1040,"Shuttering for Slabs, Beams & Stairs (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,10-Nov-26,21-Nov-26,20-Mar-27,30-Mar-27,15,0,0%,
AB-SUB-B04-5TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.5thF,10-Nov-26,30-Nov-26,20-Mar-27,8-Apr-27,1,0,0%,
AB-APP-B01-5TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.5thF,10-Nov-26,23-Nov-26,5-Apr-27,19-Apr-27,5,0,0%,
CON-B01-5TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,11-Nov-26,12-Nov-26,6-Apr-27,8-Apr-27,9,0,0%,
CON-B02-3RD-1060,"Pouring for Slabs, Beams & Stairs (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,12-Nov-26,15-Nov-26,24-Feb-27,27-Feb-27,10,0,0%,
CON-B01-5TH-1070,"Curing for Slabs, Beams & Stairs (B01) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,13-Nov-26,15-Nov-26,8-Apr-27,11-Apr-27,18,0,0%,
CON-B01-6TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,14-Nov-26,17-Nov-26,8-Apr-27,13-Apr-27,18,0,0%,
CON-B04-5TH-1050,"RFT for Slabs, Beams & Stairs (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,14-Nov-26,24-Nov-26,23-Mar-27,3-Apr-27,18,0,0%,
AB-SUB-B01-5TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.5thF,14-Nov-26,3-Dec-26,8-Apr-27,29-Apr-27,18,0,0%,
AB-SUB-B01-5TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.5thF,14-Nov-26,3-Dec-26,8-Apr-27,29-Apr-27,18,0,0%,
AB-SUB-B01-5TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.5thF,14-Nov-26,3-Dec-26,8-Apr-27,29-Apr-27,10,0,0%,
CON-B02-3RD-1070,"Curing for Slabs, Beams & Stairs (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,16-Nov-26,20-Nov-26,28-Feb-27,4-Mar-27,9,0,0%,
AB-SUB-B02-3RD-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.3rdF,16-Nov-26,6-Dec-26,28-Feb-27,23-Mar-27,12,0,0%,
AB-SUB-B02-3RD-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.3rdF,16-Nov-26,6-Dec-26,28-Feb-27,23-Mar-27,5,0,0%,
AB-SUB-B02-3RD-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.3rdF,16-Nov-26,6-Dec-26,28-Feb-27,23-Mar-27,1,0,0%,
CON-B01-6TH-1010,"RFT for Walls, Col. & Cores (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,17-Nov-26,23-Nov-26,12-Apr-27,19-Apr-27,12,0,0%,
AB-APP-B03-3RD-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUP.3rdF,18-Nov-26,1-Dec-26,7-Mar-27,23-Mar-27,12,0,0%,
CON-B01-6TH-1020,"Shuttering for Walls, Col. & Cores (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,21-Nov-26,26-Nov-26,15-Apr-27,22-Apr-27,12,0,0%,
P-MDEL-1190,Delivery for Rebar Patch#12  (7th floor),The Big - P.01 - UP-24-MAY-26.P.PC.DS.DR,23-Nov-26,24-Nov-26,23-Nov-26,24-Nov-26,12,0,0%,
AB-APP-B04-5TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.5thF,24-Nov-26,7-Dec-26,3-Apr-27,15-Apr-27,12,0,0%,
CON-B04-5TH-1060,"Pouring for Slabs, Beams & Stairs (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,25-Nov-26,25-Nov-26,4-Apr-27,4-Apr-27,12,0,0%,
CON-B01-5TH-1080,Dismantling Formwork (B01) (5th),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.5thF,26-Nov-26,26-Nov-26,21-Apr-27,22-Apr-27,2,0,0%,
CON-B03-3RD-1060,"Pouring for Slabs, Beams & Stairs (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,26-Nov-26,29-Nov-26,18-Mar-27,21-Mar-27,12,0,0%,
CON-B04-5TH-1070,"Curing for Slabs, Beams & Stairs (B04) (5th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,26-Nov-26,28-Nov-26,5-Apr-27,7-Apr-27,1,0,0%,
AB-SUB-B04-5TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.5thF,26-Nov-26,16-Dec-26,5-Apr-27,25-Apr-27,3,0,0%,
AB-SUB-B04-5TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.5thF,26-Nov-26,16-Dec-26,5-Apr-27,25-Apr-27,3,0,0%,
AB-SUB-B04-5TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.5thF,26-Nov-26,16-Dec-26,5-Apr-27,25-Apr-27,18,0,0%,
CON-B02-3RD-1080,Dismantling Formwork (B02) (3rd),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,27-Nov-26,27-Nov-26,15-Mar-27,15-Mar-27,18,0,0%,
AB-APP-B01-5TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.5thF,28-Nov-26,10-Dec-26,22-Apr-27,6-May-27,18,0,0%,
AB-APP-B01-5TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.5thF,28-Nov-26,10-Dec-26,22-Apr-27,6-May-27,3,0,0%,
AB-APP-B01-5TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.5thF,28-Nov-26,10-Dec-26,22-Apr-27,6-May-27,4,0,0%,
P-MPOS-1190,P.O for Rebar Patch#14  (Roof floor),The Big - P.01 - UP-24-MAY-26.P.PC.PO.1,28-Nov-26,29-Nov-26,28-Nov-26,29-Nov-26,18,0,0%,
CON-B01-6TH-1030,"Pouring for Walls, Col. & Cores (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,29-Nov-26,30-Nov-26,24-Apr-27,26-Apr-27,18,0,0%,
CON-B02-4TH-1000,"Scaffolding works for Walls, Col. & Cores (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,29-Nov-26,3-Dec-26,13-Mar-27,17-Mar-27,18,0,0%,
CON-B04-6TH-1000,"Scaffolding works for Walls, Col. & Cores (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,29-Nov-26,1-Dec-26,8-Apr-27,11-Apr-27,3,0,0%,
CON-B03-3RD-1070,"Curing for Slabs, Beams & Stairs (B03) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,30-Nov-26,2-Dec-26,22-Mar-27,24-Mar-27,3,0,0%,
AB-SUB-B03-3RD-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.3rdF,30-Nov-26,20-Dec-26,22-Mar-27,11-Apr-27,18,0,0%,
AB-SUB-B03-3RD-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.3rdF,30-Nov-26,20-Dec-26,22-Mar-27,11-Apr-27,18,0,0%,
AB-SUB-B03-3RD-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.3rdF,30-Nov-26,20-Dec-26,22-Mar-27,11-Apr-27,18,0,0%,
AB-APP-B02-3RD-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.3rdF,30-Nov-26,13-Dec-26,17-Mar-27,30-Mar-27,6,0,0%,
AB-APP-B02-3RD-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.3rdF,30-Nov-26,13-Dec-26,17-Mar-27,30-Mar-27,5,0,0%,
AB-APP-B02-3RD-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.3rdF,30-Nov-26,13-Dec-26,17-Mar-27,30-Mar-27,6,0,0%,
CON-B01-6TH-1040,"Shuttering for Slabs, Beams & Stairs (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,1-Dec-26,10-Dec-26,26-Apr-27,6-May-27,5,0,0%,
CON-B02-4TH-1010,"RFT for Walls, Col. & Cores (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,1-Dec-26,14-Dec-26,15-Mar-27,28-Mar-27,1,0,0%,
AB-SUB-B01-6TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.6thF,1-Dec-26,21-Dec-26,26-Apr-27,17-May-27,2,0,0%,
CON-B04-6TH-1010,"RFT for Walls, Col. & Cores (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,2-Dec-26,7-Dec-26,12-Apr-27,17-Apr-27,1,0,0%,
CON-B02-4TH-1020,"Shuttering for Walls, Col. & Cores (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,5-Dec-26,17-Dec-26,18-Mar-27,31-Mar-27,1,0,0%,
CON-B04-6TH-1020,"Shuttering for Walls, Col. & Cores (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,5-Dec-26,9-Dec-26,14-Apr-27,19-Apr-27,12,0,0%,
CON-B01-6TH-1050,"RFT for Slabs, Beams & Stairs (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,6-Dec-26,15-Dec-26,1-May-27,11-May-27,12,0,0%,
CON-B04-5TH-1080,Dismantling Formwork (B04) (5th),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.5thF,8-Dec-26,8-Dec-26,16-Apr-27,16-Apr-27,12,0,0%,
CON-B04-6TH-1030,"Pouring for Walls, Col. & Cores (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,10-Dec-26,10-Dec-26,20-Apr-27,20-Apr-27,1,0,0%,
AB-APP-B04-5TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.5thF,10-Dec-26,23-Dec-26,19-Apr-27,2-May-27,15,0,0%,
AB-APP-B04-5TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.5thF,10-Dec-26,23-Dec-26,19-Apr-27,2-May-27,8,0,0%,
AB-APP-B04-5TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (5th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.5thF,10-Dec-26,23-Dec-26,19-Apr-27,2-May-27,18,0,0%,
CON-B03-3RD-1080,Dismantling Formwork (B03) (3rd),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.3rdF,11-Dec-26,11-Dec-26,2-Apr-27,2-Apr-27,18,0,0%,
CON-B04-6TH-1040,"Shuttering for Slabs, Beams & Stairs (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,12-Dec-26,20-Dec-26,21-Apr-27,29-Apr-27,12,0,0%,
AB-SUB-B04-6TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.6thF,12-Dec-26,31-Dec-26,21-Apr-27,11-May-27,12,0,0%,
CON-B03-4TH-1000,"Scaffolding works for Walls, Col. & Cores (B03) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.4thF,13-Dec-26,17-Dec-26,4-Apr-27,8-Apr-27,12,0,0%,
AB-APP-B03-3RD-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUP.3rdF,14-Dec-26,27-Dec-26,5-Apr-27,18-Apr-27,2,0,0%,
AB-APP-B03-3RD-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUP.3rdF,14-Dec-26,27-Dec-26,5-Apr-27,18-Apr-27,5,0,0%,
AB-APP-B03-3RD-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (3rd),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUP.3rdF,14-Dec-26,27-Dec-26,5-Apr-27,18-Apr-27,12,0,0%,
CON-B04-6TH-1050,"RFT for Slabs, Beams & Stairs (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,15-Dec-26,23-Dec-26,25-Apr-27,3-May-27,12,0,0%,
AB-APP-B01-6TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.6thF,15-Dec-26,28-Dec-26,10-May-27,24-May-27,12,0,0%,
CON-B01-6TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,16-Dec-26,17-Dec-26,11-May-27,13-May-27,9,0,0%,
CON-B03-4TH-1010,"RFT for Walls, Col. & Cores (B03) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.4thF,16-Dec-26,29-Dec-26,7-Apr-27,20-Apr-27,15,0,0%,
CON-B01-6TH-1070,"Curing for Slabs, Beams & Stairs (B01) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,18-Dec-26,20-Dec-26,13-May-27,16-May-27,8,0,0%,
CON-B01-7TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (7th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.7thF,19-Dec-26,21-Dec-26,13-May-27,17-May-27,18,0,0%,
CON-B02-4TH-1030,"Pouring for Walls, Col. & Cores (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,19-Dec-26,20-Dec-26,1-Apr-27,3-Apr-27,12,0,0%,
AB-SUB-B01-6TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.6thF,19-Dec-26,9-Jan-27,13-May-27,3-Jun-27,9,0,0%,
AB-SUB-B01-6TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.6thF,19-Dec-26,9-Jan-27,13-May-27,3-Jun-27,12,0,0%,
AB-SUB-B01-6TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.6thF,19-Dec-26,9-Jan-27,13-May-27,3-Jun-27,1,0,0%,
CON-B01-7TH-1010,"RFT for Walls, Col. & Cores (B01) (7th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.7thF,21-Dec-26,26-Dec-26,16-May-27,22-May-27,3,0,0%,
CON-B02-4TH-1040,"Shuttering for Slabs, Beams & Stairs (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,21-Dec-26,6-Jan-27,4-Apr-27,20-Apr-27,18,0,0%,
CON-B03-4TH-1020,"Shuttering for Walls, Col. & Cores (B03) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.4thF,21-Dec-26,3-Jan-27,12-Apr-27,25-Apr-27,18,0,0%,
AB-SUB-B02-4TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.4thF,21-Dec-26,11-Jan-27,4-Apr-27,24-Apr-27,18,0,0%,
CON-B01-7TH-1020,"Shuttering for Walls, Col. & Cores (B01) (7th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.7thF,24-Dec-26,29-Dec-26,19-May-27,25-May-27,12,0,0%,
CON-B02-4TH-1050,"RFT for Slabs, Beams & Stairs (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,24-Dec-26,11-Jan-27,7-Apr-27,24-Apr-27,12,0,0%,
CON-B04-6TH-1060,"Pouring for Slabs, Beams & Stairs (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,24-Dec-26,24-Dec-26,4-May-27,4-May-27,4,0,0%,
CON-B04-6TH-1070,"Curing for Slabs, Beams & Stairs (B04) (6th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,25-Dec-26,27-Dec-26,5-May-27,7-May-27,12,0,0%,
AB-SUB-B04-6TH-1010,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.6thF,26-Dec-26,16-Jan-27,5-May-27,25-May-27,2,0,0%,
AB-SUB-B04-6TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.6thF,26-Dec-26,16-Jan-27,5-May-27,25-May-27,5,0,0%,
AB-SUB-B04-6TH-1030,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUP.6thF,26-Dec-26,16-Jan-27,5-May-27,25-May-27,3,0,0%,
AB-APP-B04-6TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.6thF,26-Dec-26,9-Jan-27,5-May-27,18-May-27,3,0,0%,
P-MDEL-1180,Delivery for Rebar Patch#13  (8th floor),The Big - P.01 - UP-24-MAY-26.P.PC.DS.DR,27-Dec-26,28-Dec-26,27-Dec-26,28-Dec-26,3,0,0%,
CON-B04-7TH-1000,"Scaffolding works for Walls, Col. & Cores (B04) (7th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.7thF,28-Dec-26,31-Dec-26,8-May-27,11-May-27,18,0,0%,
CON-B01-6TH-1080,Dismantling Formwork (B01) (6th),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.6thF,31-Dec-26,31-Dec-26,26-May-27,27-May-27,18,0,0%,
CON-B01-7TH-1030,"Pouring for Walls, Col. & Cores (B01) (7th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.7thF,31-Dec-26,2-Jan-27,26-May-27,29-May-27,18,0,0%,
CON-B04-7TH-1010,"RFT for Walls, Col. & Cores (B04) (7th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.7thF,31-Dec-26,5-Jan-27,11-May-27,16-May-27,5,0,0%,
AB-APP-B01-6TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.6thF,2-Jan-27,16-Jan-27,27-May-27,10-Jun-27,5,0,0%,
AB-APP-B01-6TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.6thF,2-Jan-27,16-Jan-27,27-May-27,10-Jun-27,2,0,0%,
AB-APP-B01-6TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.6thF,2-Jan-27,16-Jan-27,27-May-27,10-Jun-27,12,0,0%,
CON-B01-7TH-1040,"Shuttering for Slabs, Beams & Stairs (B01) (7th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.7thF,3-Jan-27,13-Jan-27,29-May-27,8-Jun-27,5,0,0%,
CON-B04-7TH-1020,"Shuttering for Walls, Col. & Cores (B04) (7th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.7thF,3-Jan-27,9-Jan-27,13-May-27,18-May-27,18,0,0%,
AB-SUB-B01-7TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (7th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.7thF,3-Jan-27,24-Jan-27,29-May-27,19-Jun-27,18,0,0%,
CON-B03-4TH-1030,"Pouring for Walls, Col. & Cores (B03) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.4thF,4-Jan-27,5-Jan-27,26-Apr-27,27-Apr-27,18,0,0%,
AB-APP-B02-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUP.4thF,4-Jan-27,18-Jan-27,18-Apr-27,1-May-27,12,0,0%,
AB-APP-B04-6TH-1030,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.6thF,4-Jan-27,18-Jan-27,15-May-27,27-May-27,1,0,0%,
CON-B01-7TH-1050,"RFT for Slabs, Beams & Stairs (B01) (7th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.7thF,6-Jan-27,17-Jan-27,1-Jun-27,12-Jun-27,18,0,0%,
CON-B03-4TH-1040,"Shuttering for Slabs, Beams & Stairs (B03) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.4thF,6-Jan-27,20-Jan-27,28-Apr-27,11-May-27,5,0,0%,
CON-B04-6TH-1080,Dismantling Formwork (B04) (6th),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.6thF,6-Jan-27,6-Jan-27,17-May-27,17-May-27,1,0,0%,
AB-SUB-B03-4TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (4th),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.4thF,6-Jan-27,28-Jan-27,28-Apr-27,18-May-27,12,0,0%,
CON-B04-7TH-1030,"Pouring for Walls, Col. & Cores (B04) (7th)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.7thF,10-Jan-27,10-Jan-27,19-May-27,19-May-27,12,0,0%,
AB-APP-B04-6TH-1010,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (6th),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUP.6thF,10-Jan-27,23-Jan-27,19-May-27,1-Jun-27,8,0,0%,
